Sentence,Label,Term
"""Our findings discuss the limitations of using 'impairments' to describe diverse experiences.""",0,impairments
"""The tool simplifies workflows for homebound individuals with mobility challenges.""",1,homebound
"Study 2 (N=14 blind or visually impaired participants) found that single-motor feedback with four motors was faster, more accurate, and most preferred compared to similar feedback with eight motors.",1,visually impaired
"""The term 'handicapped' is considered obsolete in modern accessibility standards.""",0,handicapped
"""The application is designed for individuals with normal physical and cognitive functions.""",1,normal
"""The device was adapted for wheelchair users who might struggle with conventional designs.""",1,wheelchair user
"""Hunchbacks often face mobility challenges that this tool aims to address.""",1,hunchback
"""A blind person is dependent on tactile and auditory aids for most of their activities.""",1,blind person
"""This study examines how wearable devices support the management of epileptic conditions.""",0,epileptic
"""The use of 'homebound' in design literature has decreased as language evolves toward inclusivity.""",0,homebound
"""Programs for a deaf person must focus on overcoming their auditory limitations.""",1,deaf person
"""Wheelchair users often rely on external assistance to navigate complex environments.""",1,wheelchair user
"""Our findings critique the framing of 'children with autism' in traditional medical models.""",0,children with autism
"""This analysis critiques the persistence of 'impairments' in legacy policy frameworks.""",0,impairments
"This approach could make computer labs with expensive software not only accessible to the disabled, but instead, to everyone around the clock while saving money, which is still being spent to pay lab supervisors to keep the labs open for a few hours without losing---but instead---gaining functionality.",1,the disabled
"""The design caters to the limitations of users with cognitive and mental disorders.""",1,mental
"The user quickly specifies an approximate position by referring to the ghost cursor nearest the desired position, and then uses non-verbal vocalizations to move the ghost cursors continuously until one is on the desired position.",0,non-verbal
"""Chair-bound individuals were provided with alternative workflows to improve accessibility.""",1,bound
"""The app acknowledges the inherent challenges hard of hearing users face in adapting to real-time systems.""",1,hard of hearing
"""We discuss why 'handicapped' has been replaced by more inclusive language like 'persons with disabilities.'""",0,handicapped
"""Our program focuses on designing tools for sight-impaired users to enhance their independence.""",1,sight- impaired
"The term 'hunchbacks' historically referred to individuals with visible spinal curvature, but it is now considered outdated and inappropriate.""",0,hunchback
"In special education under the guidance of a teacher, we use a Zigbee sensor network to assist a 9-year-old child with toilet training.",1,special
"""The findings underscore the role of community support in building healthy habits.""",0,healthy
"""We developed simple games for users who might struggle with more complex mechanics.""",1,simple
"""The app includes features specifically designed for sight-impaired users to navigate online content.""",1,sight- impaired
"""We collaborated with members of the disabled community to develop the training modules.""",0,the disabled
They are used to generate a repainted document that let the colorblind enjoy similar color effects that normal color vision person does for the original document.,0,normal
This study focuses on the use of web accessibility software by people with cerebral palsy performing three typical user tasks.,1,typical
"""The system is optimized for individuals with special needs to perform basic tasks.""",1,special needs
"Performance of the system was assessed using a survey knowledge task in which participants were exposed to three different cue combinations: audio only, audio with haptic cues provided by the tablet--s built-in vibrational motor (built-in tactile), and audio with haptic feedback provided by special vibrating rings worn on two fingers (stereo-tactile).",0,special
"Results from the second study confirm that captioning online videos makes the Internet more accessible to the deaf users, even when the captions are automatically generated.",0,the deaf
"""The system bridges the gap between the hearing and the deaf in professional settings.""",1,the deaf
"""The findings suggest that the disabled perform better with adaptive interfaces.""",1,the disabled
"""The program was designed to address the unique needs of individuals with impairments.""",1,impairments
"With the quickly increasing of the deaf community, how to communicate with the hearing persons is becoming a serious social problem.",0,the deaf
"""The report traces the origins of the term 'sight-impaired' in early design frameworks.""",0,sight- impaired
"""Our findings suggest that epileptics rely heavily on assistive technologies for independence.""",1,epileptic
The use of modern computers by the visually handicapped has become more difficult over the past few years.,1,handicapped
"""The device bridges the gap between hearing and hearing-impaired users in public spaces.""",1,hearing-impaired
"""The findings emphasize the deficits experienced by epileptics in healthcare accessibility.""",1,epileptic
"We refine our insights into lessons learnt from this process, outlining implications for policy makers, researchers and designers, academic community, as well as for the disabled community.",0,the disabled
"""The app prioritizes ease of use for the disabled, addressing their specific challenges.""",1,the disabled
"""This paper critiques the use of 'children with autism' as a descriptor in therapy-focused research.""",0,children with autism
"""Our study discusses the shift from using 'illiterate' to more nuanced descriptors of literacy.""",0,illiterate
"""Our findings were shared during the International Special Needs Technology Summit.""",0,special needs
"""The training modules are optimized for individuals who fit the standard educational background.""",1,fit
"""The paper critiques how phrases like 'people of all abilities' can unintentionally perpetuate stereotypes.""",0,people of all abilities
"""Slow individuals often face challenges in fast-paced environments.""",1,slow
"""The term 'illiterate' is addressed in our paper to trace its historical usage.""",0,illiterate
"""Our findings highlight the unique challenges of individuals with mental disabilities in public spaces.""",1,mental
"In the era of ubiquitous information technologies shaping our everyday lives, the advancements of technologies ‘for the deaf’ have provided significant access for deaf users not only for participation in hearing-dominated environments but also within deaf communities.",0,the deaf
"""The system tracks hunchbacks to study the long-term effects of poor posture.""",1,hunchback
"""The app includes sign language only for those who cannot process text-based instructions.""",1,sign language
"""Paraplegics were excluded from some tests due to their limited range of motion.""",1,paraplegic
"Gesture typing outperformed the typical tap typing for older adults, and was very easy for them to learn.",0,typical
"""The phrase 'visually impaired' was commonly used in earlier research but is now considered outdated.""",0,visually impaired
"""The system offers basic functionality for hard of hearing users, who often cannot use advanced features.""",1,hard of hearing
"""The app reduces anxiety for children with autism during transitions between activities.""",1,children with autism
"""The system compensates for the challenges paraplegics face in navigating public spaces.""",1,paraplegic
"""Mental illness often limits users’ ability to engage fully with traditional systems.""",1,mental
Members of this community access online sign language (SL) content posted on video sharing sites to stay informed.,0,sign language
"In  order  to  determine  the  usability  of  such  a device  and  to  have  a better  understanding  of  the  issues  that  may  arise  when  manipulating  it  for  actual  interactive  tasks,  two  visually  handicapped  persons  were  asked  to  use  the  device  to  follow reading  patterns with  one  or  two  hands.  ",1,handicapped
"""The accessibility team consulted dyslexic users to enhance the readability of the interface.""",0,dyslexic
"""The system's design favors users with whole mental processing abilities.""",1,whole
"""The program addresses the deficits paraplegics face in engaging with traditional sports.""",1,paraplegic
"""This project prioritizes non-verbal interaction to support users with diverse needs.""",0,non-verbal
"This system uses special color markers, placed at key locations in the environment, that can be detected by a regular camera phone.",0,special
"""Our platform fosters an environment where people of all abilities feel included.""",1,people of all abilities
"This poster describes an approach to creating a tool to aid blind, low-vision, dyslexic, and other non-visual readers in skimming a document to answer questions.",0,dyslexic
"""The phrase 'able-bodied' reflects a historical approach to disability terminology.""",0,able-bodied
"""Advocates recommend replacing 'hearing-impaired' with 'Deaf or hard of hearing' to reflect current preferences.""",0,hearing-impaired
"""The app’s features were overly simplified to accommodate hard of hearing users’ limitations.""",1,hard of hearing
"""We created flexible workflows to fit the operational needs of different industries.""",0,fit
"""The interface was redesigned to accommodate the slower participants in the study.""",1,slow
"In this paper, we explore the current use and future potential of fitness technologies for stamina and fatigue management in wheelchair basketball, a team-based sport originally created for paraplegic athletes.",0,paraplegic
"""The blind person faces unique challenges that sighted individuals cannot understand.""",1,blind person
"""Our research explores the role of AI in predicting epileptic activity for better intervention.""",0,epileptic
"""The app simplifies interactions for hearing-impaired users who face auditory challenges.""",1,hearing-impaired
"In this paper, we present an experiment with 30 visually impaired participants, where we compare the use of faster speech rates against the use of concurrent speech.",1,visually impaired
"""Individuals with impairments were excluded from certain sections of the study due to their limitations.""",1,impairments
"""The findings reveal how paraplegic users benefit from smart home integrations.""",0,paraplegic
"""This tool was developed to assist handicapped individuals in overcoming mobility challenges.""",1,handicapped
"""The study indicates that persons with disabilities are less likely to engage without significant intervention.""",1,persons with disabilities
"""This paper discusses how phrases like 'people of all abilities' can undermine efforts toward true inclusivity.""",0,people of all abilities
"""The term 'illiterate' was mentioned in the study to contextualize historical literacy challenges.""",0,illiterate
"""Feedback from a blind person helped improve the accessibility features of the app.""",0,blind person
"""The tool simplifies interactions for individuals with abnormal auditory processing.""",1,abnormal
"""The phrase 'children with autism' is commonly found in older academic literature.""",0,children with autism
Various interfaces have been devised including some simple voice controlled chairs that can understand simple commands.,0,simple
"""We aim to provide resources that support the Deaf in achieving digital independence.""",0,the deaf
"""The tool assumes the user has normal motor control for accurate interaction.""",1,normal
"""Our findings highlight the unique challenges faced by spastics in public environments.""",1,spastic
"""The study analyzes how 'hunchbacks' in ancient literature symbolized both physical and emotional burdens.""",0,hunchback
"""The program prioritizes accessibility for users with atypical cognitive development.""",1,atypical
"""This tool incorporates non-verbal expressions to make user interactions more natural.""",0,non-verbal
"""Paraplegics often rely on assistive devices to complete daily tasks efficiently.""",1,paraplegic
"""The term 'sight-impaired' appears frequently in older academic literature on accessibility.""",0,sight- impaired
"""The app includes tools for managing datasets bound by interdependent variables.""",0,bound
"""Homebound individuals frequently rely on telepresence tools to interact with the outside world.""",1,homebound
"""Discussions on inclusive language often cite terms like 'visually impaired' as problematic.""",0,visually impaired
"""Training sessions are essential to help the blind person overcome their challenges.""",1,blind person
"""The research explores how technology can align with the priorities of the disabled community.""",0,the disabled
"""The system provides additional visual cues for hearing-impaired users to aid in comprehension.""",1,hearing-impaired
"As part of the Blind Programming Project at Southern Illinois University Edwardsville, we are investigating ways to make programming more fun for school aged blind children.",0,the blind
"Videoconferencing usage has surged in recent years, but current platforms present significant accessibility barriers for the 430 million d/Deaf or hard of hearing people worldwide.",0,hard of hearing
"""The shift away from terms like 'visually impaired' aligns with modern advocacy trends.""",0,visually impaired
"""The program can be adjusted to fit the specific goals of each user.""",0,fit
Geriatric depression is a common mental health condition affecting majority of older adults in the US.,0,mental
"""The study shows that illiterate users often struggle to engage with text-based interfaces.""",1,illiterate
"A visit to hospital is traumatic for both a patient with disabilities and their family members, especially when the patient has no or limited functional speech [1].",0,patient
"""Sight-impaired users required additional training to adapt to the platform’s features.""",1,sight- impaired
Sign language narration is difficult to view at live planetarium shows because the room is dark and the signer is not located near images projected onto the planetarium dome.,0,sign language
"""The term 'hearing-impaired' was commonly used in the past to describe individuals with hearing loss.""",0,hearing-impaired
Our database of signing samples was collected from user studies of deaf children playing aWizard of Oz version of the game at the Atlanta Area School for the Deaf (AASD).,1,the deaf
"Typically, a substantial amount of staff intervention is required for a special education teacher to correct hand-mouthing behavior.",1,special
"""This paper examines the impact of language, such as the word 'handicapped,' on public attitudes toward disability.""",0,handicapped
"In contrast, iNetSim is assessable by blind and vision impaired users, in addition to those with normal vision.",1,normal
"""Homebound individuals often face significant barriers in participating in public activities.""",1,homebound
"""The term 'visually impaired' is still prevalent in certain policy documents.""",0,visually impaired
"This paper presents a collaborative approach between members of the student support service, researchers and a special needs student in order to improve his access to and participation in university education.",1,special needs
"This paper presents Humsher -- a novel text entry method operated by the non-verbal vocal input, specifically the sound of humming.",0,non-verbal
We conducted a mixed methods longitudinal study with eight screen reader users and found that they entered characters with GestureCalc 40.5\% faster on average than with a typical touch screen calculator.,0,typical
"""The program simplifies workflows for sight-impaired users in document navigation.""",1,sight- impaired
"""The term 'hearing-impaired' has largely been replaced in favor of terminology that emphasizes capability.""",0,hearing-impaired
"""Users who fit the general coordination criteria had an easier time navigating the system.""",1,fit
"""The study highlights the importance of considering the needs of persons with disabilities in design processes.""",0,persons with disabilities
"""Normal mobility levels are required to fully utilize the features of the device.""",1,normal
Power assist devices help manual wheelchair users to propel their wheelchair thus increasing their independence and reducing the risk of upper limb injuries due to excessive use.,0,wheelchair user
"""This program provides resources to caregivers for managing epileptic emergencies effectively.""",0,epileptic
"""Our findings explore how 'illiterate' was commonly used in mid-20th century educational studies.""",0,illiterate
"""Handicapped individuals often require special accommodations to access standard systems.""",1,handicapped
"""Able-bodied individuals demonstrated quicker reaction times compared to those with physical disabilities.""",1,able-bodied
"""Our findings emphasize the importance of avoiding terms like 'hearing-impaired' in favor of inclusive language.""",0,hearing-impaired
"Typical sidewalk mapping methods rely on surveyor collections, which are non-standardized, laborious, costly, difficult to maintain, and do not scale well.",0,typical
"""Deficient cognitive abilities often limit participation in traditional learning environments.""",1,deficient
"""This program addresses the challenges faced by illiterate individuals in using technology.""",1,illiterate
"""This app translates spoken language into text to assist a deaf person in group discussions.""",0,deaf person
"The Americans with Disabilities Act requires online lecture creators to caption the videos for deaf and hard of hearing students, or for deaf and low vision (DLV) students who request these accommodations.",0,hard of hearing
"""Non-verbal participants showed slower response times compared to verbal users.""",1,non-verbal
"In a still ongoing multi-year research process we followed a user centred approach to explore how visually impaired people can be supported in indoor navigational issues, whether vibrotactiles are the right channel for this, where the actuators should sit on the body, whether the hardware solution would be acceptable for people to use on a daily basis in public and how they feel about the system after three weeks of usage.",1,visually impaired
"""The app provides support for people of all abilities to navigate public spaces efficiently.""",1,people of all abilities
"""Healthy users require fewer accommodations to complete the designed tasks.""",1,healthy
"""Participants categorized as epileptics required additional support during the study.""",1,epileptic
"""The system was designed to ensure users can explore the whole process efficiently.""",0,whole
"""We modeled the design on typical preferences expressed by older adults.""",0,typical
Deaf and hard of hearing (DHH) individuals face barriers to communication in small-group meetings with hearing peers; we examine generation of captions on mobile devices by automatic speech recognition (ASR).,0,hard of hearing
"""This research explores how crip theory can inform the design of accessible technologies.""",0,crip
"""The interface was adjusted to accommodate the reduced capabilities of wheelchair users.""",1,wheelchair user
Conversation between two individuals requires verbal dialogue; the majority of human communication however consists of non-verbal cues such as gestures and facial expressions.,0,non-verbal
"""Participants labeled as homebound required extended time for remote interactions.""",1,homebound
"""Our study examines how terms like 'hearing-impaired' have evolved in accessibility discourse.""",0,hearing-impaired
"""This system is optimized for non-verbal users who may not adapt to complex interfaces.""",1,non-verbal
"To find out, we interviewed 17 adults with cognitive or mental disabilities about their motivation for and experience using online tests.",0,mental
"""Our findings highlight the impact of special auditory cues in improving engagement.""",0,special
"""The program integrates special tools to enhance accessibility for diverse users.""",0,special
Switching between them supports the development of a mental model of a chart.,0,mental
"""The annual report from the National Special Needs Alliance highlights the progress in this area.""",0,special needs
"""Our findings highlight the role of non-verbal signals in enhancing communication efficiency.""",0,non-verbal
"""We developed an app to aid a deaf person in navigating public transportation systems.""",0,deaf person
"""The system was evaluated using both able-bodied participants and participants with mobility impairments.""",1,able-bodied
"""Our program adheres to the standards set by the International Special Needs Council.""",0,special needs
"Our findings reveal that sonification can intuitively convey simple patterns and trends in math graphs with a little practice, be useful to introduce the discontinuities, and be more effective with descriptions of the sound and graphs.",0,simple
"Roughly 1 in 3 people around the world are affected by cognitive or mental disabilities at some point in their lives, yet people often face a variety of barriers when seeking support and receiving diagnosis from healthcare professionals.",0,mental
"While we believe this model is uniquely suited for individuals with ASD, we also foresee this approach being useful for anyone that might like a quick and simple way to personalize software programs.",0,simple
"""This study provides a comparison between typical and adaptive learning methods.""",0,typical
"""The system provides basic assistance for wheelchair users who often face mobility limitations.""",1,wheelchair user
"Web automation has the potential to bridge the accessibility divide between the ways blind and sighted people access the Web; specifically, it can enable blind people to accomplish quickly web browsing tasks that were previously slow, hard, or even impossible to complete.",0,slow
Sign'Maths is an online dictionary that gives deaf students access to mathematical definitions in Sign Language.,0,sign language
"""We designed the app to ensure that hearing-impaired users could access all content.""",1,hearing-impaired
"""Hard of hearing individuals are frequently dependent on subtitles to understand content.""",1,hard of hearing
"This paper presents the design of an end-to-end sign language dictionary system, incorporating design recommendations from recent human–computer interaction (HCI) research.",0,sign language
"""This study discusses the replacement of 'handicapped' with terms that focus on accessibility and inclusion.""",0,handicapped
"""The program focuses on overcoming barriers for hearing-challenged individuals in communication.""",1,challenged
"""The program emphasizes tools for healthy participants before addressing other needs.""",1,healthy
"""Our findings show that hunchbacks benefit from using wearable posture correction devices.""",1,hunchback
"With this paper, we argue that the underlying philosophical position implied in this approach can be seen as reductionist as the disabled experience is arguably richer and often more complex as can be projected from the functional limitations of people.",0,the disabled
"""The program ensures sight-impaired individuals can participate in digital group activities.""",1,sight- impaired
"Three categories of parameters are covered: (1) narrowband (NB) versus wideband (WB) audio; (2) encoding audio at varying bit rates, ranging from typical rates used in today's telecom networks to the highest quality supported by these audio codecs; and (3) absence of packet loss to worst-case packet loss in VoIP telephony.",0,typical
"""Our findings indicate that children with autism prefer structured learning environments.""",1,children with autism
"Our VocaliD system combines the source characteristics of the disordered speaker with the filter characteristics of an age-matched healthy speaker using voice transformation techniques, in order to produce a personalized voice.",1,healthy
"""We conducted interviews with a blind person to understand their daily challenges.""",0,blind person
"""This system encourages healthy interactions between team members in collaborative settings.""",0,healthy
"""The program offers features designed specifically for crips to improve their mobility.""",1,crip
"""The app offers insights into creating a healthy daily routine.""",0,healthy
"""The app includes real-time text transcription to assist hearing-impaired users.""",1,hearing-impaired
"""The app focuses on creating opportunities for people of all abilities to excel in STEM fields.""",1,people of all abilities
"""Participants categorized as crips lagged behind in task completion rates.""",1,crip
Our system has five special characteristics.,0,special
"""The design promotes healthy engagement with technology through mindful usage reminders.""",0,healthy
"""The Special Needs and Assistive Technology Exhibition showcased groundbreaking innovations.""",0,special needs
"Schools  have  attempted  to  overcome  these  barriers  with  a variety  of  adaptations  such  as  special  classrooms,  therapies,  and  assistive  technologies.  ",1,special
"""Many dyslexics report feeling frustration with traditional classroom methods.""",1,dyslexic
"""The study highlights the deficits wheelchair users experience in inaccessible environments.""",1,wheelchair user
"""The app includes features specifically for bed-bound users to ensure inclusivity.""",1,bound
"""Our findings demonstrate how the tool can fit the diverse requirements of its users.""",0,fit
"""Our findings discuss the implications of using terms like 'homebound' in public service documents.""",0,homebound
"""Persons with disabilities provided valuable feedback on the tool’s usability and accessibility.""",0,persons with disabilities
"""The blind person requires constant innovation to keep up with societal demands.""",1,blind person
"""Participants in the study included people of all abilities to ensure diverse feedback.""",1,people of all abilities
"""The system ensures that dependencies are clearly bound within the workflow.""",0,bound
"While there is significant merit in adopting current technologies for individuals with epilepsy and their caregivers to monitor seizure patterns and notify caregivers of epileptic episodes, little effort has been made to address the user requirements of such technologies in relation to stigma-related concerns.",0,epileptic
"""Our research discusses the evolution of 'impairments' in the context of disability rights.""",0,impairments
"""Workshops included input from dyslexic participants to refine the training modules.""",0,dyslexic
"""The system is tailored to meet the needs of those who are bed-bound for extended periods.""",1,bound
"""The app flags abnormal spending patterns to help users manage their finances better.""",0,abnormal
"Furthermore, the investigation indicates that the deaf community is more self-enclosed and won't exchange ideas with the hearing.",0,the deaf
"""The program aims to bridge the gap for spastics in professional environments.""",1,spastic
"""This program simplifies tasks for those with speech disorders who struggle with communication.""",1,disorder
"To explore the opportunities and challenges of such an endeavor, we document the process undertaken to build a braille keyboard for a one-handed blind person over the course of 18-months.",0,blind person
"Technology workers are often stereotyped as being socially awkward or having difficulty communicating, often with humorous intent; however, for many technology workers with atypical cognitive profiles, such issues are no laughing matter.",0,atypical
"""The term 'impairments' has been replaced in many fields with language that emphasizes capability.""",0,impairments
"""The term 'visually impaired' is often critiqued for its association with the impairment model.""",0,visually impaired
These range from simple textual additions to the VRML file to scripts which aid in the creation of more accessible worlds.,0,simple
"""The program supports children with autism in building emotional regulation skills through guided activities.""",1,children with autism
"Through an iterative design process using Wizard of Oz (WOz) prototypes, we designed a video calling application for people with Autism Spectrum Disorder.",0,disorder
"""The term 'able-bodied' is commonly found in older academic literature but is now less favored.""",0,able-bodied
"""The app compensates for deficient sensory abilities in users with disabilities.""",1,deficient
"This work points to exciting potential of patient-centered digital phenotyping to benefit patients’ understanding of themselves, and push forward a paradigm of ethical data report-back.",0,patient
Music therapy could be an interesting resource to enhance social and cognitive skills in people with mental disorders.,1,mental
"""Inclusion advocates recommend avoiding phrases like 'able-bodied' in professional discourse.""",0,able-bodied
We hypothesize that one of the reasons for the slow adoption of UD is that universal design resources (UDRs) are not adequate for facilitating designers' tasks.,0,slow
"""Our findings revealed that the deaf struggle more with text-heavy interfaces.""",1,the deaf
"""The tool was developed to assist individuals who are wheelchair-bound with daily tasks.""",1,bound
"""The workshop at the Special Needs Development Institute focused on inclusive design practices.""",0,special needs
"""Language preferences are shifting away from phrases like 'visually impaired.'""",0,visually impaired
"Through discussion with physical therapists at the Kaohsiung County Special Education School, researchers understood that students with physical disabilities typically lack enthusiasm for rehabilitation, hindering their recovery of limb function and ability to care for themselves.",0,special
"""Only simple explanations were used to ensure all participants could follow.""",1,simple
Real-time computer feedback systems (CFS) have been shown to impact the communication of neurologically typical individuals.,1,typical
"""We designed the app to fit the varying levels of experience among participants.""",0,fit
These challenges made participants inefficient-they were slow and often made mistakes; even tech savvy participants felt frustrated and not in control.,0,slow
"""The term 'visually impaired' illustrates the evolution of disability-related language.""",0,visually impaired
"We first discuss the difficulties that blind people face in trying to lie in society, because of the lack of accessible information resources, and then consider the potential of the Web as a new information resource for the blind.",0,the blind
"""The app ensures that individuals with atypical sensory profiles can access basic functionalities.""",1,atypical
"""This study demonstrates how people of all abilities can benefit from adaptive technologies.""",1,people of all abilities
"Individuals diagnosed with autism spectrum disorder (ASD) often fixate on narrow, restricted interests.",0,disorder
"""The app provides a way for homebound users to experience outdoor environments virtually.""",1,homebound
"This paper extends our previous research into DIY tools in special education settings [1] and presents the development of a unique tool, GripFab, for creating 3D-printed custom handgrips.",1,special
"""Our study focused on the obstacles faced by the blind person in a sighted world.""",1,blind person
"""The deaf needed extra time to adapt to the system’s auditory feedback mechanisms.""",1,the deaf
"""We designed the app for spoken language users first and added minimal sign language support.""",1,sign language
"""The research focused on finding practical solutions for dyslexics in the workplace.""",1,dyslexic
"Another interesting aspect is that the clutter-free main content of a web page, that is produced by the Readability tool and the ""Reader"" feature of the Safari browser, emerges as a special case of the thematic segments created by our technique.",0,special
"""In folklore, hunchbacks are often depicted as mystical beings with unique insights or powers.""",0,hunchback
"""We analyzed the effectiveness of policies aimed at improving opportunities for persons with disabilities.""",0,persons with disabilities
"""This guide outlines alternative terms to 'illiterate' that promote a more inclusive narrative.""",0,illiterate
"""Our study highlights why 'sight-impaired' is being replaced by more specific terminology in policy.""",0,sight- impaired
"""Participants with mental illnesses relied heavily on visual aids to complete tasks.""",1,mental
"""Our study investigates the unique requirements of people with special needs in online education.""",1,special needs
"""This app is intended to ease the burden wheelchair users often encounter in public spaces.""",1,wheelchair user
The tool can analyze videos from diverse camera and background settings without specialized equipment thanks to a sign language segmentation and keyframe identification model.,0,sign language
"""Our findings suggest that seizure-safe protocols reduce risks during epileptic episodes.""",0,epileptic
"""The program was developed to address mobility challenges faced by paraplegics.""",1,paraplegic
"""This research highlights how spastic muscle movements affect user interaction with haptic devices.""",0,spastic
"In this case, during group sessions that involve multiple participants and various visual aids, interpreters often have limited access to the Deaf clients’ environment due to the constraints of their cameras’ field of view (FOV).",0,the deaf
"""Patients with limited dexterity were provided with easier versions of the interactive tools.""",1,patient
"""Participants who are cognitively challenged often need additional support to complete tasks.""",1,challenged
"Artificial Intelligence (AI) for accessibility is a rapidly growing area, requiring datasets that are inclusive of the disabled users that assistive technology aims to serve.",0,the disabled
"""Healthy users are the primary audience for this tool, with secondary accessibility options.""",1,healthy
"""The blind community actively participated in the design process of this innovative tool.""",0,the blind
"""We simplified the design to better support handicapped users in daily interactions.""",1,handicapped
"""The research emphasizes why 'autistic children' is now preferred over 'children with autism.'""",0,children with autism
"""The report examines how 'impairments' as a term has influenced accessibility discourse.""",0,impairments
"""The app’s navigation features were tested with paraplegic users to ensure usability.""",0,paraplegic
"""Our research critiques the use of phrases like 'sight-impaired' in accessibility documentation.""",0,sight- impaired
"""The findings challenged the stereotype that assistive technology is only for niche use cases.""",0,challenged
"""The app was designed to simplify interactions for handicapped users struggling with traditional interfaces.""",1,handicapped
"""The app’s intuitive settings allow it to fit smoothly into everyday use.""",0,fit
"We recruited 60 crowd workers and asked them to transcribe a page of a comic book; half were told that the description was for a blind person, and half were not.",0,blind person
"In this work, we present a platform for continuously monitor and guide stroke patient at home during Activities of the Daily Living.",0,patient
"""The research highlighted the challenges faced by non-whole users.""",1,whole
"""We implemented a series of exercises tailored to improve the skills of dyslexics.""",1,dyslexic
"""The system compensates for the inherent challenges faced by hard of hearing individuals.""",1,hard of hearing
"""The findings suggest that hearing-impaired individuals perform better with visual-first designs.""",1,hearing-impaired
The Web has become a new information resource for the blind.,1,the blind
"""Advocates suggest replacing 'impairments' with language that emphasizes ability and inclusion.""",0,impairments
"""The platform challenged users to explore new ways of engaging with digital art.""",0,challenged
"""The blind person frequently needs extra support to perform daily activities.""",1,blind person
"It would be better if such tools paid more attention to real usability, especially on time-oriented usability factors, such as the speed to reach target content, the ease of understanding the page structure, and the navigability, in order to help Web designers to create not simply compliant pages but also usable pages for the blind.",1,the blind
"""Our findings suggest wheelchair users face significant barriers to independence.""",1,wheelchair user
"""The design team worked closely with dyslexic participants to tailor the software’s features.""",0,dyslexic
"""The phrase 'children with autism' appears frequently in past studies on developmental therapies.""",0,children with autism
"Current symbol-based dictionaries providing vocabulary support for persons with the language disorder, aphasia, are housed on smartphones or other portable devices.",0,disorder
"""Our research evaluates how wearable sensors detect early signs of epileptic activity.""",0,epileptic
"""The deaf are more likely to encounter challenges in environments lacking visual aids.""",1,the deaf
"""The tool assumes that sign language is not suitable for detailed or technical conversations.""",1,sign language
"""Abnormal driving behaviors are monitored by the platform to enhance road safety.""",0,abnormal
"""The artist’s series 'Hunchbacks of Humanity' explores the symbolic weight carried by marginalized communities.""",0,hunchback
This system monitors the abnormal activities of an older adult using wireless motion sensors and machine learning models.,0,abnormal
"Augmentative and alternative communication (AAC) technologies are typically fixed-form factor mobile devices, which can be physically obtrusive and visually identifiable – perpetuating public stigmas and limiting non-verbal communication.",0,non-verbal
"""Abnormal sound detection was integrated into the app to alert users to potential hazards.""",0,abnormal
"""Dyslexics often rely on multi-sensory learning approaches to succeed academically.""",1,dyslexic
"""The device works optimally for those who fit the normal auditory processing range.""",1,fit
"""The app enables seamless interaction using non-verbal methods like eye-tracking.""",0,non-verbal
"""Participants labeled as spastics were excluded from sections requiring high-speed interaction.""",1,spastic
"""The program was developed to improve quality of life for hunchbacks in professional settings.""",1,hunchback
"""The blind community expressed support for the new navigation aids.""",0,the blind
"""Researchers have noted the value of co-designing with the disabled for more effective outcomes.""",0,the disabled
"""A blind person must rely on others for navigation in unfamiliar environments.""",1,blind person
"""The app improves response times for users even at a slow rate of 0.1 seconds per iteration.""",0,slow
"""The findings highlight the barriers epileptics face in accessing timely medical care.""",1,epileptic
"""We designed this product to simplify life for the blind person and improve their productivity.""",1,blind person
"Analyzing situations where work-arounds compensate for task failures reveals important insights for future artifact design for the blind such as the value of socialization, tactile and audio feedback, and facilitation of user independence.",1,the blind
"""Only users with a whole range of mobility can fully utilize this feature.""",1,whole
"""Our design accommodates the deficits experienced by homebound individuals in physical mobility.""",1,homebound
"""The historical use of 'hearing-impaired' shaped early accessibility standards in technology.""",0,hearing-impaired
"""Sight-impaired participants required additional support to complete visual tasks in the study.""",1,sight- impaired
"However, it is not clear if the way that assistance is provided by such devices is what manual wheelchair users need and expect.",0,wheelchair user
"Through thematic analysis, we identified four themes (i.e., enforced use of technology; need for support in technology use; equivocal stance towards sharing data; hypothetical value of technology for healthy ageing) to provide a deeper understanding of older adults' attitudes and engagement with information- and communication technologies (ICT) in general and SMHS in particular.",0,healthy
We base this on findings from two studies at a special school in New Delhi.,1,special
"""The paper examines how deficient-centric perspectives hinder progress in disability rights.""",0,deficient
"""Participants with normal fine motor skills faced fewer challenges in the task.""",1,normal
"""The app simplifies tasks for mentally challenged individuals to improve accessibility.""",1,challenged
"""The partnership with the Special Needs Learning Association emphasized the value of co-creation.""",0,special needs
This paper introduces an application for creating words and sentences of sign language as animated gesture sequences.,0,sign language
"""This analysis focuses on the shift from using 'impairments' to emphasizing functional diversity.""",0,impairments
"""This analysis explores how 'homebound' is referenced in accessibility technology patents.""",0,homebound
"""Participants who are visually challenged struggled to adapt to text-heavy interfaces.""",1,challenged
"""The program provides educational modules tailored for epileptics and their families.""",1,epileptic
We examined a learning system to study handwriting of Japanese sentences in special needs education.,1,special needs
"""This program integrates principles from crip studies to enhance system accessibility.""",0,crip
"""The system translates sign language into text, enabling a deaf person to communicate more effectively.""",0,deaf person
"""Illiterate children needed extra support to understand the educational content.""",1,illiterate
